"filename", "language", "CSS", "JavaScript", "PHP", "Markdown", "comment", "blank", "total"
"/home/luis/DESARROLLO/panellaravel/app/Actions/Fortify/CreateNewUser.php", "PHP", 0, 0, -25, 0, -5, -6, -36
"/home/luis/DESARROLLO/panellaravel/app/Actions/Fortify/PasswordValidationRules.php", "PHP", 0, 0, -10, 0, -5, -4, -19
"/home/luis/DESARROLLO/panellaravel/app/Actions/Fortify/ResetUserPassword.php", "PHP", 0, 0, -19, 0, -5, -6, -30
"/home/luis/DESARROLLO/panellaravel/app/Actions/Fortify/UpdateUserPassword.php", "PHP", 0, 0, -22, 0, -5, -6, -33
"/home/luis/DESARROLLO/panellaravel/app/Actions/Fortify/UpdateUserProfileInformation.php", "PHP", 0, 0, -39, 0, -10, -8, -57
"/home/luis/DESARROLLO/panellaravel/app/Actions/Jetstream/DeleteUser.php", "PHP", 0, 0, -13, 0, -3, -4, -20
"/home/luis/DESARROLLO/panellaravel/app/Console/Kernel.php", "PHP", 0, 0, -15, 0, -7, -6, -28
"/home/luis/DESARROLLO/panellaravel/app/Exceptions/Handler.php", "PHP", 0, 0, -17, 0, -9, -5, -31
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/AccountController.php", "PHP", 0, 0, -149, 0, -23, -40, -212
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/BuildingController.php", "PHP", 0, 0, -169, 0, -16, -80, -265
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/Controller.php", "PHP", 0, 0, -9, 0, 0, -4, -13
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/DropdownController.php", "PHP", 0, 0, -217, 0, -10, -123, -350
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/ExpenseController.php", "PHP", 0, 0, -175, 0, -26, -70, -271
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/ExpenseimgsController.php", "PHP", 0, 0, -6, 0, -1, -4, -11
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/HomeController.php", "PHP", 0, 0, -37, 0, -15, -15, -67
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/InvoiceController.php", "PHP", 0, 0, -206, 0, -2, -91, -299
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/LandlordController.php", "PHP", 0, 0, -81, 0, -22, -21, -124
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/LeaseController.php", "PHP", 0, 0, -236, 0, -10, -106, -352
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/PaymentController.php", "PHP", 0, 0, -119, 0, -18, -51, -188
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/PropertyController.php", "PHP", 0, 0, -123, 0, -9, -40, -172
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/RescissionController.php", "PHP", 0, 0, -45, 0, 0, -21, -66
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/SubpropertyController.php", "PHP", 0, 0, -85, 0, -21, -33, -139
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/SupplierController.php", "PHP", 0, 0, -87, 0, -21, -25, -133
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/TaxController.php", "PHP", 0, 0, -28, 0, -28, -10, -66
"/home/luis/DESARROLLO/panellaravel/app/Http/Controllers/TenantController.php", "PHP", 0, 0, -73, 0, -8, -29, -110
"/home/luis/DESARROLLO/panellaravel/app/Http/Kernel.php", "PHP", 0, 0, -41, 0, -21, -7, -69
"/home/luis/DESARROLLO/panellaravel/app/Http/Middleware/Authenticate.php", "PHP", 0, 0, -11, 0, -3, -4, -18
"/home/luis/DESARROLLO/panellaravel/app/Http/Middleware/EncryptCookies.php", "PHP", 0, 0, -8, 0, -6, -4, -18
"/home/luis/DESARROLLO/panellaravel/app/Http/Middleware/PreventRequestsDuringMaintenance.php", "PHP", 0, 0, -8, 0, -6, -4, -18
"/home/luis/DESARROLLO/panellaravel/app/Http/Middleware/RedirectIfAuthenticated.php", "PHP", 0, 0, -20, 0, -5, -6, -31
"/home/luis/DESARROLLO/panellaravel/app/Http/Middleware/TrimStrings.php", "PHP", 0, 0, -11, 0, -5, -4, -20
"/home/luis/DESARROLLO/panellaravel/app/Http/Middleware/TrustHosts.php", "PHP", 0, 0, -12, 0, -5, -4, -21
"/home/luis/DESARROLLO/panellaravel/app/Http/Middleware/TrustProxies.php", "PHP", 0, 0, -14, 0, -10, -5, -29
"/home/luis/DESARROLLO/panellaravel/app/Http/Middleware/ValidateSignature.php", "PHP", 0, 0, -8, 0, -11, -4, -23
"/home/luis/DESARROLLO/panellaravel/app/Http/Middleware/VerifyCsrfToken.php", "PHP", 0, 0, -8, 0, -6, -4, -18
"/home/luis/DESARROLLO/panellaravel/app/Http/Requests/StoreMaintenanceRequest.php", "PHP", 0, 0, -15, 0, -9, -5, -29
"/home/luis/DESARROLLO/panellaravel/app/Http/Requests/UpdateMaintenanceRequest.php", "PHP", 0, 0, -15, 0, -9, -5, -29
"/home/luis/DESARROLLO/panellaravel/app/Models/Account.php", "PHP", 0, 0, -26, 0, 0, -15, -41
"/home/luis/DESARROLLO/panellaravel/app/Models/Building.php", "PHP", 0, 0, -13, 0, 0, -7, -20
"/home/luis/DESARROLLO/panellaravel/app/Models/Expense.php", "PHP", 0, 0, -30, 0, -1, -10, -41
"/home/luis/DESARROLLO/panellaravel/app/Models/Expenseimg.php", "PHP", 0, 0, -13, 0, 0, -5, -18
"/home/luis/DESARROLLO/panellaravel/app/Models/Invoice.php", "PHP", 0, 0, -34, 0, 0, -21, -55
"/home/luis/DESARROLLO/panellaravel/app/Models/Landlord.php", "PHP", 0, 0, -21, 0, 0, -8, -29
"/home/luis/DESARROLLO/panellaravel/app/Models/Lease.php", "PHP", 0, 0, -104, 0, -6, -32, -142
"/home/luis/DESARROLLO/panellaravel/app/Models/Payment.php", "PHP", 0, 0, -21, 0, 0, -8, -29
"/home/luis/DESARROLLO/panellaravel/app/Models/Property.php", "PHP", 0, 0, -26, 0, 0, -13, -39
"/home/luis/DESARROLLO/panellaravel/app/Models/Rescission.php", "PHP", 0, 0, -13, 0, 0, -6, -19
"/home/luis/DESARROLLO/panellaravel/app/Models/Subproperty.php", "PHP", 0, 0, -21, 0, 0, -8, -29
"/home/luis/DESARROLLO/panellaravel/app/Models/Supplier.php", "PHP", 0, 0, -13, 0, 0, -5, -18
"/home/luis/DESARROLLO/panellaravel/app/Models/Tax.php", "PHP", 0, 0, -9, 0, 0, -5, -14
"/home/luis/DESARROLLO/panellaravel/app/Models/Tenant.php", "PHP", 0, 0, -13, 0, -1, -5, -19
"/home/luis/DESARROLLO/panellaravel/app/Models/User.php", "PHP", 0, 0, -33, 0, -21, -8, -62
"/home/luis/DESARROLLO/panellaravel/app/Policies/MaintenancePolicy.php", "PHP", 0, 0, -29, 0, -28, -10, -67
"/home/luis/DESARROLLO/panellaravel/app/Providers/AppServiceProvider.php", "PHP", 0, 0, -12, 0, -8, -5, -25
"/home/luis/DESARROLLO/panellaravel/app/Providers/AuthServiceProvider.php", "PHP", 0, 0, -11, 0, -11, -5, -27
"/home/luis/DESARROLLO/panellaravel/app/Providers/BroadcastServiceProvider.php", "PHP", 0, 0, -12, 0, -3, -5, -20
"/home/luis/DESARROLLO/panellaravel/app/Providers/EventServiceProvider.php", "PHP", 0, 0, -21, 0, -12, -6, -39
"/home/luis/DESARROLLO/panellaravel/app/Providers/FortifyServiceProvider.php", "PHP", 0, 0, -32, 0, -7, -8, -47
"/home/luis/DESARROLLO/panellaravel/app/Providers/JetstreamServiceProvider.php", "PHP", 0, 0, -26, 0, -10, -8, -44
"/home/luis/DESARROLLO/panellaravel/app/Providers/RouteServiceProvider.php", "PHP", 0, 0, -24, 0, -10, -7, -41
"/home/luis/DESARROLLO/panellaravel/app/View/Components/AppLayout.php", "PHP", 0, 0, -11, 0, -3, -4, -18
"/home/luis/DESARROLLO/panellaravel/app/View/Components/GuestLayout.php", "PHP", 0, 0, -11, 0, -3, -4, -18
"/home/luis/DESARROLLO/panellaravel/resources/css/app.css", "CSS", 6, 0, 0, 0, 0, 2, 8
"/home/luis/DESARROLLO/panellaravel/resources/js/app.js", "JavaScript", 0, 1, 0, 0, 0, 1, 2
"/home/luis/DESARROLLO/panellaravel/resources/js/bootstrap.js", "JavaScript", 0, 3, 0, 0, 23, 7, 33
"/home/luis/DESARROLLO/panellaravel/resources/markdown/policy.md", "Markdown", 0, 0, 0, 2, 0, 2, 4
"/home/luis/DESARROLLO/panellaravel/resources/markdown/terms.md", "Markdown", 0, 0, 0, 2, 0, 2, 4
"/home/luis/DESARROLLO/panellaravel/resources/views/api/api-token-manager.blade.php", "PHP", 0, 0, 144, 0, 0, 26, 170
"/home/luis/DESARROLLO/panellaravel/resources/views/api/index.blade.php", "PHP", 0, 0, 12, 0, 0, 2, 14
"/home/luis/DESARROLLO/panellaravel/resources/views/auth/confirm-password.blade.php", "PHP", 0, 0, 23, 0, 0, 6, 29
"/home/luis/DESARROLLO/panellaravel/resources/views/auth/forgot-password.blade.php", "PHP", 0, 0, 28, 0, 0, 7, 35
"/home/luis/DESARROLLO/panellaravel/resources/views/auth/login.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 1
"/home/luis/DESARROLLO/panellaravel/resources/views/auth/passwords/confirm.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 1
"/home/luis/DESARROLLO/panellaravel/resources/views/auth/passwords/email.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 1
"/home/luis/DESARROLLO/panellaravel/resources/views/auth/passwords/reset.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 1
